

Montana (PST) SNOTEL Site Rocky Boy - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:46:30 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TOBS.I-2 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,BATX.D-1 (volt) ,BATX.D-2 (volt) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,BATN.D-1 (volt) ,BATN.D-2 (volt) ,
917,2019-10-01,,     0.8,     0.0,   -10.5,   -10.5,     0.4,   -10.6,    -2.5,       3,-99.9,-99.9,   12.51,   12.95,-99.9,-99.9,
917,2019-10-02,,     0.7,     0.1,     0.2,     0.2,     7.8,   -12.4,    -1.9,       2,-99.9,-99.9,   12.51,   13.11,-99.9,-99.9,
917,2019-10-03,,     0.6,     0.1,    -3.3,    -3.3,     8.0,    -3.3,     1.4,       2,-99.9,-99.9,   12.42,   13.11,-99.9,-99.9,
917,2019-10-04,,     0.4,     0.1,     2.7,     2.7,    11.6,    -5.9,     3.4,       2,-99.9,-99.9,   12.51,   13.12,-99.9,-99.9,
917,2019-10-05,,     0.2,     0.1,     3.6,     3.6,    13.1,     0.0,     5.2,       1,-99.9,-99.9,   12.52,   13.10,-99.9,-99.9,
917,2019-10-06,,     0.0,     0.1,     3.2,     3.2,     8.3,     1.3,     4.5,       0,-99.9,-99.9,   12.49,   13.12,-99.9,-99.9,
917,2019-10-07,,     0.0,     0.1,     6.1,     6.1,    10.7,     1.3,     5.6,       0,-99.9,-99.9,   12.45,   13.09,-99.9,-99.9,
917,2019-10-08,,     0.0,     0.1,    13.2,    13.2,    14.0,     6.1,    11.7,       0,-99.9,-99.9,   12.51,   13.03,-99.9,-99.9,
917,2019-10-09,,     0.3,     0.4,    -5.5,    -5.5,    13.2,    -5.5,     3.1,       1,-99.9,-99.9,   12.42,   13.02,-99.9,-99.9,
917,2019-10-10,,     0.3,     0.6,   -14.7,   -14.7,    -3.9,   -14.7,    -6.9,       1,-99.9,-99.9,   12.51,   13.20,-99.9,-99.9,
917,2019-10-11,,     0.3,     0.8,    -4.4,    -4.4,    -0.3,-99.9,    -8.2,       1,-99.9,-99.9,   12.48,   13.23,-99.9,-99.9,
917,2019-10-12,,     0.3,     0.8,    -7.5,    -7.5,     4.7,    -7.9,    -1.9,       1,-99.9,-99.9,   12.46,   13.20,-99.9,-99.9,
917,2019-10-13,,     0.3,     0.8,    -5.2,    -5.2,    10.9,    -9.0,    -0.4,       1,-99.9,-99.9,   12.48,   13.15,-99.9,-99.9,
917,2019-10-14,,     0.2,     0.8,     1.4,     1.4,    13.0,    -5.4,     3.0,       1,-99.9,-99.9,   12.48,   13.13,-99.9,-99.9,
917,2019-10-15,,     0.2,     0.8,     0.5,     0.5,     7.4,     0.5,     2.7,       1,-99.9,-99.9,   12.41,   13.08,-99.9,-99.9,
917,2019-10-16,,     0.0,     0.8,    10.9,    10.9,    11.3,    -3.5,     4.5,       0,-99.9,-99.9,   12.46,   13.11,-99.9,-99.9,
917,2019-10-17,,     0.0,     0.9,-99.9,     3.5,    18.6,     3.4,    11.3,       0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
917,2019-10-18,,     0.0,     0.9,     3.6,-99.9,-99.9,-99.9,     6.7,       0,   12.87,   12.69,   12.47,   12.33,   12.07,   12.16,
917,2019-10-19,,     0.0,     0.9,     1.3,-99.9,     8.1,     1.1,     4.9,       0,   14.76,   14.54,   12.56,   12.41,   12.34,   12.29,
917,2019-10-20,,     0.0,     0.9,     3.5,-99.9,     9.5,     0.9,     4.6,       0,   14.81,   14.59,   12.57,   12.44,   12.39,   12.36,
917,2019-10-21,,     0.0,     1.0,    -0.8,-99.9,     7.6,    -2.3,     2.4,       0,   14.81,   14.61,   12.55,   12.45,   12.40,   12.39,
917,2019-10-22,,     0.0,     1.0,     2.3,-99.9,     6.7,    -4.0,     2.3,       0,   14.90,   14.69,   12.55,   12.49,   12.34,   12.41,
917,2019-10-23,,     0.0,     1.0,     1.4,-99.9,    11.8,     1.3,     5.1,       0,   14.53,   14.37,   12.53,   12.51,   12.35,   12.45,
917,2019-10-24,,     0.0,     1.0,    -2.8,-99.9,     2.4,    -3.7,    -0.3,       0,   14.80,   14.59,   12.54,   12.53,   12.34,   12.47,
917,2019-10-25,,     0.0,     1.0,     6.0,-99.9,     8.5,    -3.0,     3.8,       0,   14.80,   14.61,   12.56,   12.56,   12.31,   12.50,
917,2019-10-26,,     0.3,     1.3,    -1.6,-99.9,    16.3,    -1.6,     9.7,       1,   14.66,   14.47,   12.54,   12.57,   12.35,   12.53,
917,2019-10-27,,     0.4,     1.6,    -9.1,-99.9,    -0.3,    -9.1,    -3.9,       2,   14.84,   14.64,   12.48,   12.59,   12.33,   12.52,
917,2019-10-28,,     0.5,     1.7,    -3.8,-99.9,    -3.5,   -10.9,    -7.6,       2,   14.99,   14.79,   12.58,   12.62,   12.23,   12.54,
917,2019-10-29,,     0.7,     2.0,   -13.9,-99.9,    -3.6,   -14.1,   -10.1,       4,   14.99,   14.79,   12.52,   12.62,   12.30,   12.57,
917,2019-10-30,,     0.7,     2.0,   -10.5,-99.9,    -8.9,   -16.4,   -12.7,       4,   14.99,   14.79,   12.49,   12.63,   12.22,   12.56,
917,2019-10-31,,     0.8,     2.1,    -1.5,-99.9,    -1.1,   -11.3,    -4.9,       3,   15.00,   14.79,   12.59,   12.65,   12.21,   12.57,
917,2019-11-01,,     1.2,     2.5,    -1.7,-99.9,     1.9,    -2.6,    -0.6,       8,   14.87,   14.68,   12.56,   12.64,   12.29,   12.60,
917,2019-11-02,,     1.2,     2.5,    -0.4,-99.9,     2.2,    -4.1,    -0.9,       7,   14.87,   14.68,   12.55,   12.64,   12.29,   12.60,
917,2019-11-03,,     1.2,     2.5,     2.7,-99.9,     7.4,    -0.4,     3.9,       5,   14.78,   14.59,   12.56,   12.65,   12.29,   12.60,
917,2019-11-04,,     1.4,     2.8,    -3.0,-99.9,     2.8,    -3.3,     0.6,       4,   14.75,   14.57,   12.56,   12.65,   12.31,   12.61,
917,2019-11-05,,     1.4,     2.9,     2.6,-99.9,     2.7,    -3.5,    -1.2,       7,   14.81,   14.62,   12.57,   12.67,   12.30,   12.61,
