

Montana (MST) SCAN Site Fort Assiniboine #1 - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 10:50:32 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-1:-80 (degC) ,
2019,2005-01-21,,     1.5,    0.76,     7.2,    11.3,-99.9,     4.2,-99.9,     8.5,-99.9,    0.00,    36.6,    32.7,    20.2,    17.3,    17.4,     1.9,     1.1,     0.1,    -0.5,     1.4,-99.9,
2019,2005-01-22,,     1.5,    0.76,   -11.6,     7.2,-99.9,   -11.6,-99.9,    -5.3,-99.9,    0.00,    29.4,    29.1,    28.0,    17.9,    17.8,     0.3,     0.3,     0.2,     0.0,     1.6,-99.9,
2019,2005-01-23,,     1.5,    0.76,     6.0,     6.0,-99.9,   -13.2,-99.9,    -6.4,-99.9,    0.00,    12.7,    23.1,    28.7,    18.2,    17.7,     0.1,     0.3,     0.2,     0.6,     1.8,-99.9,
2019,2005-01-24,,     1.5,    0.76,    11.2,    18.4,-99.9,     5.4,-99.9,    10.7,-99.9,    0.00,    35.7,    22.2,    28.6,    18.2,    17.8,     0.9,     0.3,     0.2,     0.8,     1.9,-99.9,
2019,2005-01-25,,     1.5,    0.76,     4.1,    17.9,-99.9,     3.6,-99.9,    10.2,-99.9,    0.00,    31.6,    28.3,    29.3,    18.2,    18.0,     1.3,     0.9,     0.5,     1.0,     2.1,-99.9,
2019,2005-01-26,,     1.5,    0.76,     1.6,     9.0,-99.9,    -2.2,-99.9,     3.4,-99.9,    0.00,    29.6,    28.3,    30.5,    18.2,    17.8,     0.8,     0.8,     0.8,     1.2,     2.2,-99.9,
2019,2005-01-27,,     1.5,    0.76,    -5.2,     5.5,-99.9,    -5.9,-99.9,    -1.2,-99.9,    0.00,    27.9,    27.3,    30.7,    18.3,    17.7,     0.6,     0.6,     0.8,     1.4,     2.4,-99.9,
2019,2005-01-28,,     1.5,    0.76,     3.3,     3.5,-99.9,    -6.0,-99.9,    -3.2,-99.9,    0.00,    26.5,    26.3,    30.6,    18.2,    17.9,     0.4,     0.5,     0.6,     1.4,     2.5,-99.9,
2019,2005-01-29,,     1.5,    0.76,    -3.7,     8.6,-99.9,    -3.7,-99.9,     1.3,-99.9,    0.00,    26.3,    26.0,    30.6,    18.3,    18.0,     0.4,     0.5,     0.6,     1.5,     2.5,-99.9,
2019,2005-01-30,,     1.5,    0.76,    -1.3,     1.0,-99.9,    -5.7,-99.9,    -2.5,-99.9,    0.00,    25.4,    25.4,    30.4,    18.3,    18.0,     0.4,     0.5,     0.6,     1.5,     2.6,-99.9,
2019,2005-01-31,,     1.5,    0.76,     1.8,     8.4,-99.9,    -3.0,-99.9,     2.0,-99.9,    0.00,-99.9,    24.3,    30.3,    18.3,    18.0,     0.4,     0.4,     0.5,     1.5,     2.7,-99.9,
2019,2005-02-01,,     1.5,    0.76,     3.9,    12.3,-99.9,    -3.4,-99.9,     4.9,-99.9,    0.00,    24.0,    24.0,    30.2,    18.2,    17.9,     0.4,     0.4,     0.5,     1.6,     2.7,-99.9,
2019,2005-02-02,,     1.5,    0.76,     4.2,    12.1,-99.9,    -1.9,-99.9,     4.3,-99.9,    0.00,    23.3,    24.9,    30.5,    18.2,    18.1,     0.5,     0.6,     0.7,     1.6,     2.7,-99.9,
2019,2005-02-03,,     1.5,    0.76,     6.1,    13.5,-99.9,     3.5,-99.9,     8.5,-99.9,    0.00,    23.4,    25.8,    30.7,    18.3,    17.7,     1.3,     1.3,     1.6,     1.7,     2.8,-99.9,
2019,2005-02-04,,     1.5,    0.76,     6.1,    12.7,-99.9,     3.6,-99.9,     9.2,-99.9,    0.00,    23.3,    25.6,    31.1,    18.4,    18.1,     2.1,     2.3,     2.3,     2.0,     2.8,-99.9,
2019,2005-02-05,,     1.5,    0.76,    -4.4,     7.7,-99.9,    -5.2,-99.9,     3.3,-99.9,    0.00,    22.8,    25.3,    30.9,    18.2,    17.8,     1.1,     1.5,     1.9,     2.2,     2.9,-99.9,
2019,2005-02-06,,     1.5,    0.76,   -14.3,    -3.7,-99.9,   -14.8,-99.9,   -10.5,-99.9,    0.00,     9.7,    23.3,    30.6,    18.2,    18.2,    -0.8,     0.5,     0.9,     2.2,     3.1,-99.9,
2019,2005-02-07,,     1.5,    0.76,   -14.7,    -7.8,-99.9,   -18.6,-99.9,   -13.6,-99.9,    0.00,     8.3,    11.4,    30.3,    18.2,    18.0,    -3.1,    -0.8,     0.4,     2.0,     3.1,-99.9,
2019,2005-02-08,,     1.5,    0.76,   -13.1,    -6.8,-99.9,   -17.8,-99.9,   -12.7,-99.9,    0.00,     8.2,    10.7,    25.8,    18.2,    18.0,    -3.0,    -1.3,     0.1,     1.8,     3.1,-99.9,
2019,2005-02-09,,     1.5,    0.76,    -5.0,     1.0,-99.9,   -17.3,-99.9,    -7.4,-99.9,    0.00,     8.9,    10.7,    22.0,    18.1,    18.0,    -1.3,    -0.8,    -0.4,     1.6,     3.0,-99.9,
2019,2005-02-10,,     1.5,    0.76,     1.4,     9.4,-99.9,    -8.2,-99.9,     0.9,-99.9,    0.00,    10.4,    11.2,    21.9,    18.2,    17.8,     0.0,    -0.3,    -0.4,     1.3,     2.9,-99.9,
2019,2005-02-11,,     1.5,    0.76,     3.9,    10.2,-99.9,    -4.5,-99.9,     2.3,-99.9,    0.00,    11.5,    11.5,    22.3,    18.1,    18.0,     0.2,    -0.1,    -0.3,     1.3,     2.9,-99.9,
2019,2005-02-12,,     1.5,    0.76,    -2.5,    17.3,-99.9,    -4.4,-99.9,     6.8,-99.9,    0.00,    18.5,    12.1,    22.8,    18.0,    17.6,     0.3,     0.1,    -0.1,     1.3,     2.8,-99.9,
2019,2005-02-13,,     1.6,    0.76,     2.6,    11.8,-99.9,    -6.5,-99.9,     3.1,-99.9,    0.00,    14.0,    12.4,    23.2,    18.1,    17.7,     0.3,     0.1,     0.0,     1.3,     2.8,-99.9,
2019,2005-02-14,,     1.6,    0.76,    -3.1,     8.2,-99.9,    -3.4,-99.9,     3.2,-99.9,    0.00,    19.0,    12.9,    23.6,    18.1,    17.7,     0.3,     0.2,     0.1,     1.3,     2.8,-99.9,
2019,2005-02-15,,     1.6,    0.76,    -7.6,    -1.2,-99.9,    -9.8,-99.9,    -5.1,-99.9,    0.00,     9.4,    12.7,    24.1,    18.1,    17.7,    -0.5,     0.1,     0.1,     1.4,     2.8,-99.9,
2019,2005-02-16,,     1.6,    0.76,    -8.1,    -0.8,-99.9,   -12.9,-99.9,    -6.9,-99.9,    0.00,     7.8,    10.7,    22.8,    18.0,    17.7,    -2.3,    -1.1,    -0.2,     1.4,     2.7,-99.9,
2019,2005-02-17,,     1.6,    0.76,    -2.8,     6.1,-99.9,   -13.9,-99.9,    -3.6,-99.9,    0.00,     9.0,    11.0,    21.9,    18.1,    17.7,    -0.6,    -0.5,    -0.5,     1.2,     2.7,-99.9,
2019,2005-02-18,,     1.6,    0.76,    -8.4,     3.7,-99.9,    -8.4,-99.9,    -2.6,-99.9,    0.00,    10.0,    11.4,    21.8,    18.1,    17.9,    -0.2,    -0.2,    -0.4,     1.1,     2.7,-99.9,
2019,2005-02-19,,     1.6,    0.76,    -8.6,     7.3,-99.9,   -13.1,-99.9,    -4.5,-99.9,    0.00,     9.4,    11.1,    21.8,    18.1,    17.9,    -0.4,    -0.3,    -0.5,     1.0,     2.7,-99.9,
2019,2005-02-20,,     1.6,    0.76,    -9.5,    -2.3,-99.9,   -13.7,-99.9,    -8.0,-99.9,    0.00,     9.0,    10.8,    21.4,    18.0,    17.9,    -0.9,    -0.7,    -0.7,     0.9,     2.6,-99.9,
2019,2005-02-21,,     1.6,    0.76,   -11.5,    -2.1,-99.9,   -13.4,-99.9,    -8.7,-99.9,    0.00,     7.5,    10.2,    20.9,    18.0,    17.8,    -3.3,    -2.1,    -1.2,     0.8,     2.6,-99.9,
2019,2005-02-22,,     1.6,    0.76,    -9.1,     3.0,-99.9,   -13.3,-99.9,    -6.4,-99.9,    0.00,     7.9,    10.3,    20.6,    17.8,    17.8,    -2.3,    -1.6,    -1.3,     0.5,     2.5,-99.9,
2019,2005-02-23,,     1.6,    0.76,    -7.8,     9.9,-99.9,   -15.1,-99.9,    -2.8,-99.9,    0.00,     8.2,    10.6,    20.4,    17.8,    18.0,    -1.5,    -1.1,    -1.3,     0.4,     2.4,-99.9,
2019,2005-02-24,,     1.6,    0.76,    -1.4,    11.4,-99.9,   -11.5,-99.9,     0.1,-99.9,    0.00,    10.0,    11.0,    20.8,    17.8,    18.1,     0.0,    -0.5,    -1.0,     0.3,     2.3,-99.9,
2019,2005-02-25,,     1.6,    0.76,    -0.7,    16.7,-99.9,    -5.7,-99.9,     3.8,-99.9,    0.00,-99.9,    11.4,    21.1,    17.9,    17.7,     0.3,    -0.1,    -0.6,     0.5,     2.3,-99.9,
2019,2005-02-26,,     1.6,    0.76,    -0.5,    15.6,-99.9,    -5.5,-99.9,     3.7,-99.9,    0.00,-99.9,    12.0,    21.8,    17.9,    17.7,     0.3,     0.0,    -0.3,     0.7,     2.2,-99.9,
2019,2005-02-27,,     1.6,    0.76,    -4.9,     9.7,-99.9,    -5.7,-99.9,     0.9,-99.9,    0.00,-99.9,    12.4,    22.3,    17.9,    17.9,     0.3,     0.1,    -0.1,     0.8,     2.2,-99.9,
2019,2005-02-28,,     1.6,    0.76,    -5.0,     8.7,-99.9,    -9.5,-99.9,    -1.2,-99.9,    0.00,-99.9,    12.7,    22.4,    17.9,    17.7,     0.3,     0.2,    -0.1,     0.9,     2.3,-99.9,
2019,2005-03-01,,     1.6,    0.76,    -3.1,    10.9,-99.9,   -11.9,-99.9,    -1.1,-99.9,    0.00,-99.9,    12.7,    22.9,    17.8,    17.7,     0.3,     0.2,     0.0,     1.0,     2.3,-99.9,
2019,2005-03-02,,     1.6,    0.76,     1.5,    14.9,-99.9,    -7.9,-99.9,     4.6,-99.9,    0.00,    19.7,    13.8,    23.2,    18.0,    17.9,     0.3,     0.2,     0.1,     1.1,     2.3,-99.9,
2019,2005-03-03,,     1.6,    0.76,     1.9,    15.0,-99.9,    -5.5,-99.9,     4.3,-99.9,    0.00,    20.0,    22.7,    23.8,    17.9,    17.9,     0.3,     0.3,     0.1,     1.1,     2.4,-99.9,
2019,2005-03-04,,     1.6,    0.76,     1.4,    14.6,-99.9,    -4.3,-99.9,     4.4,-99.9,    0.00,    19.7,    24.2,    24.6,    18.0,    17.7,     0.3,     0.3,     0.1,     1.1,     2.4,-99.9,
2019,2005-03-05,,     1.6,    0.76,     4.9,    15.6,-99.9,    -5.7,-99.9,     4.8,-99.9,    0.00,    19.9,    23.8,    25.6,    17.8,    17.9,     0.5,     0.4,     0.2,     1.2,     2.4,-99.9,
2019,2005-03-06,,     1.6,    0.76,     8.2,    17.6,-99.9,    -2.5,-99.9,     7.6,-99.9,    0.00,    19.8,    23.8,    30.5,    17.9,    17.7,     2.4,     1.7,     0.4,     1.2,     2.4,-99.9,
2019,2005-03-07,,     1.6,    0.76,    -2.7,    12.1,-99.9,    -3.4,-99.9,     6.1,-99.9,    0.00,    19.6,    23.6,    30.8,    17.9,    17.7,     1.2,     2.0,     2.2,     1.5,     2.4,-99.9,
2019,2005-03-08,,     1.7,    0.83,     1.5,    11.8,-99.9,    -7.0,-99.9,     1.7,-99.9,    0.07,    19.2,    23.5,    30.8,    18.0,    17.6,     2.5,     2.7,     2.4,     1.8,     2.5,-99.9,
2019,2005-03-09,,     1.7,    0.83,     3.3,    13.9,-99.9,    -1.3,-99.9,     5.0,-99.9,    0.00,    19.1,    23.5,    31.0,    18.0,    17.8,     2.7,     3.5,     3.5,     2.2,     2.7,-99.9,
